Route,Airline,Plane,Stops
TTN?MTM,QK,B744,0
TTN?TCS,JL,B789,0
TTN?ODH,VX,727,0
TTN?QSN?JOL,LX,DC-10,1
TTN?UFA,QX,M90,0
TTN?LJG,AF,B789,0
TTN?MTJ,9W,A124,0
TTN?GDQ,XJ,757,0
TTN?DOK,EI,MD90,0
TTN?CUZ,WW,C-99,0
BOS?HSM,KL,A124,0
BOS?POU,CM,737,0
BOS?CID,9W,AN-124,0
BOS?HUQ?RVS,XJ,MD83,1
BOS?CJJ,NZ,B753,0
BOS?HMA,TK,B744,0
BOS?CGO,MU,MD-88,0
BOS?EIL,NH,B773,0
BOS?MRS,MX,MD90,0
BOS?DUT,EK,B789,0
BOS?GCH,bxr,IL-96,0
BOS?WKA,FL,B763,0
BOS?BAX,LP,B-99,0
BOS?TRI?PRB,LP,M90,1
BOS?SJP,WS,B773,0
SUU?IXV,XE,MD11,0
SUU?RES,FL,777,0
SUU?KTN,AI,DC-10,0
SUU?CYO,VX,L1011,0
SUU?DZN,B6,SSR-100,0
SUU?EMT,5Y,767,0
RME?PRY,FL,A343,0
RME?ARM,TK,L1011,0
RME?WST?CKC,OZ,747,1
RME?BQS,9W,A388,0
RME?ELU,EI,727,0
ENV?WEH,OZ,E170,0
ENV?UTA,XE,764,0
ENV?GHA,CP,A333,0
ENV?GRU,XP,A332,0
ENV?OKC,9W,IL-62,0
BFM?YVV,NH,B777,0
BFM?HSM,US,CRJ7,0
BFM?PPM?WDR?BWQ,5Y,B735,2
BFM?OSI,XE,MD90,0
BFM?LRF,AS,B752,0
BFM?KKA,NK,MD11,0
BFM?SIP,AB,B764,0
BFM?IBE,BA,B762,0
BFM?YCG,AI,MD90,0
BFM?ALF,AC,A320,0
BFM?HRB,PR,A343,0
BFM?DOB,UA,767,0
BFM?IOM?YZD,FL,B738,1
BFM?ZVA,CP,B742,0
OAK?PFR,Y4,B737,0
OAK?TPQ,XE,B737,0
OAK?BBK,AB,SSR-100,0
OAK?YXC,RW,DC-9,0
OAK?BZR,MT,MD-80,0
OAK?WSN,DL,E190,0
OAK?VPS,QX,B777,0
OMA?BFK,NK,B735,0
OMA?NTE?SXJ,FX,DC-10,1
OMA?RFP,IB,717,0
OMA?UTT,DH,B736,0
OMA?KWJ,9W,B734,0
OGG?SHB,MQ,AN-124,0
OGG?AJL,US,MD-11,0
OGG?KDH,WI,A124,0
OGG?BGY,VX,B788,0
OGG?PID,9S,767,0
OGG?MVZ,QK,A388,0
OGG?MLL?CGI,bxr,MD-11,1
OGG?UZR,QF,DC-8,0
OGG?RGA,GL,717,0
OGG?UND,AB,B738,0
OGG?AFL,BA,IL-62,0
OGG?ZLT,VX,B736,0
OGG?SIP,9S,B748,0
ICT?MUA,AI,B789,0
ICT?KYA,BBB,A320,0
ICT?OZA,FX,A340,0
ICT?CFG?FLL,WI,C-99,1
MCI?DPA,EZ,A333,0
MCI?PFQ,KL,SA-227,0
MCI?HKY,KZ,737,0
MCI?MYQ,CA,B738,0
MCI?FET,AS,MD-80,0
MCI?HSS,CZ,SSR-100,0
MSN?VIC,BA,A300,0
MSN?HRT,4O,B742,0
MSN?KUV,CK,B737,0
MSN?ATB?PHC?AKF,GL,CRJ9,2
MSN?LYB,K4,A320,0
MSN?YBO,CA,EMB,0
MSN?RML,VS,A319,0
MSN?YCD,AC,767,0
MSN?YPD,A8,MD-88,0
MSN?AIZ,SQ,A124,0
MSN?CIS,NK,SA-227,0
MSN?MGB,CV,DH8,0
MSN?LNE,XP,DC-9,0
MSN?FWA?LEX,DL,MD83,1
MSN?NNY,QF,B764,0
DLG?TAR,QX,A124,0
DLG?TXK,LX,B734,0
DLG?YYL,4O,A318,0
DLG?WMH,NK,B737,0
DLG?LZR,SK,A310,0
DLG?CRW,bxr,MD-88,0
DLG?KJI,VX,C-99,0
DLG?BSO,MU,B733,0
DLG?OBF?KMO,CP,A340,1
DLG?AZS,A8,A380,0
DLG?KHV,EV,B733,0
DLG?BID,K4,A319,0
DLG?TBB,SY,CRJ9,0
HRO?CMB,F9,L1011,0
HRO?NTR,SE,B712,0
HRO?BKL,AM,A388,0
HRO?MGC,BF,MD-87,0
HRO?EGX,VS,MD83,0
HRO?RJB?JDO,RW,A300,1
HRO?SBS,HX,E170,0
HRO?TNM,SK,L1011,0
HRO?MRZ,BR,MD90,0
PHX?CLU,CV,EMB,0
PHX?THX,QK,A343,0
PHX?VCA,CI,A320,0
PHX?SUN,OZ,A321,0
PHX?PVG,AA,DC-9,0
PHX?LPD,NK,B777,0
PHX?SUX?UTP,XE,DC-10,1
PHX?UPP,DL,A310,0
BGR?BEY,A8,A310,0
BGR?PBC,FX,MD-11,0
BGR?KPV,FJ,A332,0
BGR?HFD,AS,IL-96,0
BGR?RHV,FL,717,0
FXE?EDF,AB,787,0
FXE?CUM,B6,A320,0
FXE?YNM,YV,B739,0
FXE?CKI?JKH?MXF,LX,B736,2
FXE?NSI,NW,SSR-100,0
FXE?PFB,NK,B737,0
FXE?MNU,AS,SSR-100,0
FXE?OWB,5Y,B712,0
FXE?SFZ,ER,B-99,0
FXE?KSK,PR,B736,0
FXE?GAO,FX,777,0
GGG?AKH,AI,717,0
GGG?GWT,HX,A388,0
GGG?PEN?VAV,4O,B734,1
GGG?LUK,FX,DH8,0
GGG?AUR,CX,B752,0
AND?PIP,MQ,MD83,0
AND?TOH,QK,A330,0
AND?YYR,MX,B739,0
AND?CLW,GB,B733,0
AND?GEX,AC,B733,0
GEG?SYH,KL,MD90,0
GEG?BAZ,OZ,B-99,0
GEG?ZUM?SZV,DH,B736,1
GEG?KQT,CK,MD-88,0
GEG?KYD,OO,DC-9,0
GEG?LNJ,BF,B742,0
GEG?EKB,EK,777,0
GEG?PKK,G4,E175,0
GEG?AJY,EI,A333,0
GEG?NCS,4O,B789,0
GEG?BEC,BR,B762,0
GEG?YQG,4O,B742,0
HWO?ARM?XGR,FL,B735,1
HWO?TLQ,TK,B733,0
HWO?CNW,IB,C-99,0
HWO?PZS,GL,IL-96,0
HWO?TBS,SE,B748,0
HWO?JAE,AM,C-99,0
HWO?MTP,XJ,B-99,0
HWO?SGH,AB,B764,0
SFO?LDJ,AC,787,0
SFO?ZAO,XJ,787,0
SFO?BKZ?JRH,WS,MD-90,1
SFO?PAT,CA,A330,0
SFO?DSD,MU,DC10,0
SFO?HPB,UA,B739,0
SFO?ARE,FI,A320,0
CTB?TCA,XP,EMB,0
CTB?SNB,WW,B773,0
CTB?MKM,KE,IL-62,0
CTB?HKY,UA,AN-124,0
CTB?FTX,CX,A343,0
CTB?CSX?CGR?SFT,KE,B788,2
CTB?LHS,AY,757,0
CTB?CVU,GB,B737,0
CTB?MLE,EI,787,0
CTB?SEP,5Y,757,0
CTB?NMA,TA,B788,0
CTB?TGQ,IB,777,0
ARA?XFN,FX,B777,0
ARA?TGQ,HX,B734,0
ARA?SGD,5Y,MD90,0
ARA?CDS?REZ,UA,767,1
ARA?KSO,AM,B763,0
ARA?BLZ,PR,A319,0
ARA?PKN,QX,CRJ7,0
ARA?FDO,EK,B733,0
ARA?DKV,CA,B712,0
ARA?OJC,PR,E175,0
ARA?TIF,MT,A380,0
GNV?EMN,AM,767,0
GNV?YGR,DL,MD-11,0
GNV?EDF?BEY,SY,B734,1
GNV?XKS,NW,A343,0
GNV?LEV,MQ,B763,0
GNV?GUF,DH,A343,0
GNV?AVO,HX,E170,0
GNV?EIK,QX,B762,0
GNV?IRG,VX,A300,0
GNV?PYH,ER,MD-11,0
GNV?INH,BF,B739,0
GNV?TGO,IB,B712,0
MEM?URS?ORF,WI,787,1
MEM?HAO,2Q,IL-96,0
MEM?TKP,HX,B736,0
MEM?GPL,WO,IL-62,0
MEM?CUZ,4O,IL-96,0
MEM?OCJ,B6,B788,0
MEM?AVW,5X,B777,0
MEM?JAR,PR,SSR-100,0
MEM?PEU,XE,M90,0
DUG?JUV,bxr,MD-80,0
DUG?GOZ?UAP,KR,A388,1
DUG?AUC,SQ,A321,0
BIG?TTC,DH,A310,0
BIG?GCJ,AY,B733,0
BIG?LZC,K4,A332,0
BIG?BIU,SK,MD-11,0
BIG?ERI,GL,L1011,0
BIG?YGQ,FI,MD-88,0
BIG?ABC,SY,737,0
BIG?POZ,US,AN-124,0
BIG?MCV?MBH?OPU,BBB,A343,2
CNW?IGU,AS,DC10,0
CNW?IXH,AA,MD-87,0
CNW?MRR,HX,MD11,0
CNW?YNB,SY,B789,0
CNW?SJO,GB,A332,0
CNW?YBK,FI,A388,0
ANN?OSR,NZ,MD90,0
ANN?HAV,EZ,DC-10,0
ANN?SIO,AA,EMB,0
ANN?NYT?YDO,FX,B742,1
ANN?MCJ,NZ,B763,0
ANN?PMO,WS,B738,0
ANN?MOB,FX,MD-87,0
ANN?TQQ,IB,A330,0
ANN?YXN,AI,B748,0
ANN?EGC,AC,B739,0
CAR?GDQ,9S,B712,0
CAR?FFT,5Y,A340,0
CAR?GPA,YX,SSR-100,0
CAR?YES?GES,FL,B777,1
LRF?HRM,FL,A318,0
LRF?ZZV,VS,757,0
LRF?ESM,NW,L1011,0
LRF?PUE,DH,MD90,0
LRF?BBU,BA,E190,0
LRF?CIW,AA,IL-96,0
LRF?VRB,AI,A300,0
LRF?TTG,OO,B773,0
LRF?KEM,SE,A346,0
HUA?SLF?QFG,SE,MD83,1
HUA?GLU,BF,L1011,0
HUA?CDV,QF,747,0
HUA?SWA,WS,764,0
HUA?YYU,K4,A346,0
HUA?HER,CM,A310,0
HUA?SXV,B6,DC-10,0
HUA?ARH,ER,AN-124,0
HUA?OLB,SE,A300,0
HUA?IMP,EV,A343,0
HUA?MZJ?YRB,4O,727,1
HUA?BAU,A8,B712,0
HUA?MCS,NH,B763,0
POB?MBT,WO,DC-9,0
POB?LEE,KR,A333,0
POB?GIU,TZ,A300,0
POB?BHD,CP,A359,0
POB?VDP,HA,CRJ7,0
POB?TOG,AA,B738,0
POB?SJU,MT,727,0
POB?TVU?SZF?SPD,G4,A320,2
POB?GAN,DL,B789,0
POB?NLG,AA,A380,0
POB?HMJ,UA,777,0
POB?MVW,HA,B-99,0
POB?VFA,AF,E190,0
POB?MIK,OZ,A359,0
POB?LCC,bxr,M90,0
DHT?GKA,FI,A330,0
DHT?TSM,G4,DC10,0
DHT?YRG?PSR,WS,DC10,1
DHT?VRY,5Y,DC-9,0
DHT?DTA,KL,AN-124,0
DHT?WAG,SQ,SSR-100,0
DLF?PLQ,FI,B753,0
DLF?HQM,QK,MD-87,0
DLF?JYR,BR,A321,0
DLF?YSK,PR,787,0
DLF?YGZ,NK,B712,0
DLF?MLL,EZ,A359,0
DLF?MHH?PBU,CZ,787,1
DLF?MAO,WO,B736,0
DLF?ADT,XP,CRJ7,0
DLF?RGI,SE,A346,0
LAX?BUS,ER,A319,0
LAX?MBU,GB,B733,0
LAX?BPE,WN,DC10,0
LAX?MNI,EI,B789,0
LAX?KRB,MT,B748,0
LAX?SZX,MQ,CRJ7,0
LAX?SYS?CIF,AM,MD83,1
LAX?BQN,BF,DC-8,0
LAX?NMS,QK,DH8,0
LAX?DJO,MT,MD-90,0
LAX?BNU,BR,A310,0
LAX?LXG,CK,IL-62,0
ANB?NTL,AI,M90,0
ANB?RDR,HX,E170,0
ANB?KZO,5X,B788,0
ANB?BRL,CX,B733,0
ANB?LOU?FYV,FJ,B764,1
ANB?EFD,ER,B772,0
CLE?DTB,LH,737,0
CLE?MYC,QX,B734,0
CLE?BFL,EK,777,0
CLE?KLZ,AF,B734,0
CLE?FLD,4O,MD-80,0
CLE?YXN,BBB,B744,0
DOV?DLC,CK,B753,0
DOV?LUM,DL,B712,0
DOV?ANP?BIQ?BOY,NK,MD11,2
DOV?MZQ,MU,A318,0
DOV?BIK,LH,MD83,0
DOV?JVL,EY,PA-31,0
DOV?PAV,FJ,B762,0
DOV?CXB,B6,A380,0
DOV?TMC,PR,B789,0
DOV?OVS,SY,EMB,0
CVG?LGI,EV,757,0
CVG?UTK,AA,A333,0
CVG?BRS?KTQ,SE,B777,1
CVG?TJL,XJ,B788,0
CVG?YYU,DH,AN-124,0
CVG?VPS,2Q,A318,0
CVG?CHX,XE,E170,0
CVG?VEL,ER,B736,0
CVG?ARC,4O,E190,0
CVG?KEJ,AF,777,0
CVG?YPD,DL,B764,0
CVG?QLR,MQ,A388,0
CVG?BWE?IGL,HA,DC10,1
CVG?XTO,AB,A300,0
FME?CMG,LH,IL-96,0
FME?SKD,AB,767,0
FME?CLQ,UA,B773,0
FME?KSF,9W,E170,0
FME?DEM,HA,AN-124,0
FME?MZW,4O,SA-227,0
FME?XCH,AA,DC-8,0
FME?LLF,OO,B777,0
FME?VOG?KLX,4O,B753,1
HON?DLI,GB,MD-11,0
HON?VDB,MX,MD-87,0
HON?ISG,WN,727,0
HON?SON,HA,MD-88,0
HON?TCA,EV,MD90,0
HON?OIM,VS,A388,0
HON?ZMG,HX,A320,0
HON?BUT,AS,A388,0
JNU?KVD,NH,C-99,0
JNU?TFS?VLM,5Y,757,1
JNU?KHW,YV,767,0
JNU?GDC,DL,E170,0
JNU?PRZ,CK,CRJ7,0
JNU?LGL,OO,MD11,0
JNU?HOR,WN,DH8,0
JNU?VPS,CA,A310,0
JNU?VME,KE,A340,0
JNU?KZC,SK,B744,0
JNU?MBG,CM,B738,0
JNU?PJA?LDJ?NWI,XP,A333,2
JNU?DOD,FJ,B748,0
JNU?ABM,9W,B764,0
LFT?OGG,XP,777,0
LFT?LRM,5X,E175,0
LFT?PSZ,DL,B777,0
LFT?YCB,XJ,B736,0
EWR?PXM,WI,B763,0
EWR?YDF,NH,MD-88,0
EWR?WOT,QX,B788,0
EWR?SDR?VAW,YX,B753,1
EWR?AMB,FI,B773,0
EWR?BPM,TZ,A359,0
EWR?YGT,EY,B788,0
EWR?LRH,LH,B752,0
BOI?OGB,CX,B-99,0
BOI?XYE,WI,A332,0
BOI?IFN,OO,B736,0
BOI?RGL,XP,B712,0
BOI?QXH,AI,B748,0
BOI?NAM?MTL,9S,E175,1
BOI?NMA,G4,MD-87,0
BOI?KGS,MX,777,0
BOI?SYZ,5X,787,0
BOI?TCE,AY,B764,0
BOI?TIZ,EV,B764,0
BOI?TIU,F9,B762,0
INS?PBR,WS,B748,0
INS?KMI,VS,B789,0
INS?GVN,KZ,767,0
GCK?DMM?TDJ,DL,DH8,1
GCK?IAR,BBB,A332,0
GCK?TID,YV,B773,0
GCK?MEG,KL,B764,0
GCK?DAB,GL,SA-227,0
GCK?GYN,K4,B742,0
GCK?GTF,EY,DC-9,0
GCK?YDG,LX,A319,0
GCK?FLA,WN,A388,0
GCK?SGU,FL,A340,0
GCK?EIN?RNA,4O,A330,1
GCK?CAU,VX,EMB,0
GCK?IHR,MT,B773,0
GCK?GMV,BA,757,0
GCK?MEH,G4,MD-88,0
MOT?LIH,Y4,747,0
MOT?HGN,KL,B752,0
MOT?SNC,RW,MD-11,0
MOT?OSI,QX,B748,0
MOT?UCB,G4,A330,0
MOT?PVR?KIN?YYR,SK,B738,2
MOT?OUA,BR,747,0
MOT?YLW,JL,PA-31,0
MOT?PIU,UA,SSR-100,0
MOT?KLX,SY,B753,0
MOT?GDO,YV,E175,0
MOT?PIL,EK,E170,0
HHI?XIY,TK,B733,0
HHI?PJA,A8,B739,0
HHI?NVI,WI,MD11,0
HHI?TIA?CKL,LP,A300,1
HHI?KIR,RW,A321,0
HHI?RCO,BF,B739,0
HHI?PGU,BA,B737,0
MXF?AGF,CK,764,0
MXF?XIQ,KE,B788,0
MXF?YPL,WN,EMB,0
DAL?LIO,EK,A319,0
DAL?PKG,9W,B772,0
DAL?NAP,KZ,A359,0
DAL?HKG?GQQ,FJ,A343,1
DAL?ITB,WO,764,0
DAL?UKB,2Q,MD83,0
DAL?SZR,PR,A124,0
DAL?REX,EV,A388,0
FCS?SKZ,5X,A320,0
FCS?MWD,TK,B744,0
FCS?LMA,NZ,MD83,0
FCS?SQX,K4,CRJ7,0
FCS?ANG,FI,A359,0
FCS?AAF?ZEM,AI,DC-8,1
FCS?EGM,QF,MD-90,0
FCS?ELI,AC,B736,0
FCS?IWK,DH,MD-80,0
FCS?WMH,VS,SA-227,0
FCS?NBN,MU,B744,0
FCS?RER,MU,M90,0
HLN?SWJ,K4,M90,0
HLN?TUB,QF,A333,0
HLN?JMK,EY,MD-87,0
HLN?ILN?ERH,CI,B712,1
HLN?ZIX,EI,787,0
HLN?SHJ,FI,MD-11,0
HLN?SBL,WI,DC10,0
HLN?FSS,K4,B773,0
HLN?MHD,TZ,B763,0
HLN?MRN,9W,SSR-100,0
HLN?HEA,CI,MD-90,0
HLN?PTJ,XJ,B752,0
HLN?ENY,K4,747,0
HLN?OUA?ROC?IZA,AI,B773,2
HLN?AUS,BA,DC-10,0
NKX?KOE,MQ,DC-9,0
NKX?TTB,5Y,A310,0
NKX?PZY,FI,A318,0
NKX?BEC,YV,B773,0
NKX?BHK,G4,DH8,0
NKX?MSW,US,A333,0
NKX?RIX,WN,B788,0
NKX?DMM,QF,B773,0
NKX?KUT?AVV,TA,B748,1
NKX?PGK,YV,A380,0
LUF?POE,XJ,B752,0
LUF?RBB,IB,777,0
LUF?PAH,XJ,764,0
LUF?PHY,CV,A330,0
LUF?BLL,XP,DC-10,0
LUF?PWE,LP,A346,0
LUF?PCR,5X,787,0
LUF?CYO,MX,A300,0
LUF?BHD?TAH,2Q,B742,1
LUF?GYU,LX,717,0
LUF?MXZ,CA,B752,0
LUF?CUZ,US,787,0
LUF?MKR,FL,B736,0
HHR?SHY,Y4,A319,0
HHR?PYR,RW,PA-31,0
HHR?LJA,WN,A124,0
HHR?YLY,KL,PA-31,0
HUL?BEG,AB,PA-31,0
HUL?AER?ZYI,MQ,SA-227,1
HUL?YAI,KR,787,0
HUL?MWH,EK,E175,0
HUL?MBX,CA,AN-124,0
HUL?TCP,NH,A300,0
HUL?OXC,GB,EMB,0
HUL?SJK,ER,B777,0
END?BJI,EY,A340,0
END?DKR,XP,DC-9,0
END?YSG,VS,B744,0
END?CIK?GON,YX,717,1
END?PPL,HX,737,0
END?ARD,HA,A320,0
END?ROO,US,AN-124,0
END?NAU,XJ,MD-87,0
NTD?MTP,5Y,MD-87,0
NTD?SJD,SK,A124,0
NTD?LAM,EV,SSR-100,0
NTD?KIH,CV,B762,0
NTD?BBI,WW,MD-80,0
NTD?YEC?PEE?LKZ,IB,DC-9,2
EDW?NZC,FL,B748,0
EDW?JST,KZ,717,0
EDW?AIS,B6,MD-11,0
LCH?BTT,AC,C-99,0
LCH?YQW,LH,B748,0
LCH?IKT,NK,B736,0
LCH?SXF,LH,787,0
LCH?ADY,AC,B748,0
LCH?KMQ,CI,A321,0
LCH?CUC?SIU,QX,A319,1
LCH?YNG,LX,E190,0
KOA?GLH,YV,B735,0
KOA?MPV,KR,B-99,0
KOA?KTU,AB,B736,0
KOA?NZC,SK,MD90,0
KOA?POA,MT,MD-11,0
KOA?SEH,TK,A321,0
KOA?ODE,AS,A380,0
KOA?CUF,CK,A330,0
KOA?CTA?TIA,5X,B734,1
KOA?FLD,VS,A340,0
MYR?BZE,CX,A300,0
MYR?ENV,CK,B772,0
MYR?HMG,SK,B763,0
MYR?GRX,AM,B742,0
MYR?GUP,IB,A330,0
MYR?ZCL,CM,E170,0
MYR?TAR,WN,DC-9,0
MYR?SHB,KR,B762,0
NLC?IXP?BDJ,BR,B712,1
NLC?TIY,XE,764,0
NLC?MFJ,PR,B788,0
NLC?BHN,YX,B734,0
NLC?HRT,NZ,CRJ9,0
NLC?AGS,GB,B737,0
NLC?QPS,GB,A333,0
NLC?LGA,YV,B763,0
NLC?CXI,CP,L1011,0
NLC?BFI,EV,B773,0
ACK?PRH?CCH,TA,B762,1
ACK?BNM,AS,A340,0
ACK?TSN,AY,AN-124,0
ACK?XVS,OZ,MD90,0
ACK?BGF,AY,E170,0
ACK?YKN,BF,A340,0
ACK?LSV,KL,A124,0
ACK?RKE,QK,B738,0
ACK?YZY,NZ,B734,0
ACK?DUS,9S,A320,0
FAF?SVH?GAL?BTJ,CI,737,2
FAF?PID,HA,MD-90,0
FAF?OKK,CM,M90,0
FAF?MTG,EK,DC-10,0
FAF?UTP,DH,SA-227,0
FAF?SHY,AM,B763,0
FAF?CFR,CA,A346,0
HOP?KME,TZ,B734,0
HOP?AGV,CP,L1011,0
HOP?LTM,CV,SA-227,0
HOP?BST?VXC,OO,M90,1
DCA?TYR,WS,MD-11,0
DCA?AIR,MT,E190,0
DCA?UME,XJ,B738,0
DCA?KVC,AC,L1011,0
NHK?LXA,KL,E190,0
NHK?MFE,FI,757,0
NHK?EAS,BBB,B744,0
NHK?SBZ,OZ,CRJ7,0
NHK?AGC,GB,B763,0
PSX?LAF?NBN,AB,MD-11,1
PSX?CXB,DL,B764,0
PSX?SBK,FX,DC10,0
PSX?INW,NK,B736,0
BYH?TIW,BA,C-99,0
BYH?KRA,DL,B742,0
BYH?AZN,AM,L1011,0
BYH?CYI,HX,A321,0
BYH?VPE,5Y,IL-96,0
BYH?SPN,AY,B777,0
BYH?THU?MUN,BA,A330,1
ACY?NOR,OO,B736,0
ACY?CSG,TK,SA-227,0
ACY?PUR,XJ,B739,0
ACY?HZH,KR,B789,0
ACY?RIC,2Q,777,0
ACY?QJE,US,B753,0
ACY?IOW,FJ,E170,0
ACY?MWE,BR,B744,0
ACY?MEA,YV,CRJ9,0
ACY?HMI?MBE,QK,767,1
ACY?FKJ,NK,IL-62,0
ACY?IOA,MX,L1011,0
TIK?PIB,F9,A300,0
TIK?BCI,CZ,767,0
TIK?BYO,US,B753,0
TIK?YPS,9W,B748,0
TIK?TGO,MU,SA-227,0
TIK?NAA,CV,A320,0
TIK?BWK,WI,B712,0
TIK?KVL?WST?GLS,GL,B735,2
TIK?XPL,AA,DC-9,0
ECG?SJD,AF,A124,0
ECG?SGO,AA,E175,0
ECG?JUA,KR,A388,0
ECG?RMY,A8,MD83,0
ECG?LGD,AY,B772,0
ECG?GRX,MT,MD90,0
ECG?SNE,KZ,A380,0
ECG?MVT,CP,B744,0
ECG?WIN?IXU,UA,B735,1
ECG?GFF,GL,IL-96,0
ECG?MOD,AY,B736,0
PUB?ZPC,BF,A333,0
PUB?MIJ,HA,B763,0
PUB?IRA,SK,A332,0
PUB?CMN,KL,IL-96,0
PUB?CDS,KL,B-99,0
PUB?BSC,KZ,B772,0
PUB?FAJ,K4,CRJ7,0
PUB?KHM?IAD,DH,727,1
PUB?HTV,BA,737,0
PUB?KHT,B6,DC-9,0
PUB?VDZ,CM,MD-80,0
PUB?QCY,EZ,MD-87,0
PUB?CHR,CA,PA-31,0
PUB?SNO,CK,A319,0
PQI?MDC,QX,B737,0
PQI?GOV,BA,757,0
PQI?OXR,WI,B773,0
PQI?MXT?SQX,MX,SA-227,1
PQI?KRA,WO,DC-9,0
PQI?TCZ,US,MD-11,0
PQI?SBM,QX,DC10,0
GRF?GIG,VX,B733,0
GRF?SCC,EY,B744,0
GRF?GCI,WO,747,0
GRF?KQH,DL,B762,0
GRF?ABL,OO,A321,0
GRF?MAU,WN,B736,0
GRF?VRY?SUF,EI,B742,1
GRF?CQD,bxr,IL-96,0
GRF?GAU,LP,A359,0
ADQ?BEG,WS,B737,0
ADQ?TKT,SK,A333,0
ADQ?TGK,XP,B737,0
ADQ?BQN,WS,727,0
ADQ?GNT,DL,A380,0
ADQ?LDJ,KL,A319,0
ADQ?YIW,BA,A359,0
ADQ?XMC?HAS?ISE,AB,A346,2
ADQ?LNA,XJ,A343,0
ADQ?BZD,XP,CRJ7,0
UPP?SXV,QF,A319,0
UPP?SUN,MU,A320,0
UPP?JBR,FX,IL-62,0
UPP?HMA,9S,B744,0
UPP?YIK,KE,B737,0
UPP?PVG,RW,717,0
UPP?TTC,TA,MD-11,0
UPP?LXR?LEY,MU,B736,1
UPP?TOO,YV,DC-9,0
UPP?ISO,QK,B773,0
UPP?KHV,NH,DC10,0
UPP?IKK,KR,A380,0
UPP?WFI,IB,A318,0
FLL?DBC,QX,B735,0
FLL?VLY,VS,B-99,0
FLL?BQU,EY,A343,0
FLL?FUE,GL,IL-62,0
FLL?RVA?YTS,IB,DC-8,1
FLL?MOD,LH,DC10,0
FLL?IYK,FJ,C-99,0
FLL?PNL,CX,B763,0
FLL?JIU,PR,B788,0
FLL?HRE,AA,DH8,0
FLL?PSJ,AC,PA-31,0
FLL?MCV,XE,737,0
FLL?WPB,CA,B737,0
FLL?REU,MU,CRJ9,0
INL?LIO?CUZ,CZ,MD-90,1
INL?BEC,WS,B739,0
INL?SMN,AB,757,0
SLC?ARR,XP,A318,0
SLC?GGM,AY,A346,0
SLC?LWT,AF,MD90,0
SLC?MNX,SE,B762,0
CDS?TWF,XJ,B753,0
CDS?INK,HX,A319,0
CDS?AMM,LH,A330,0
CDS?ZSA?PUK,MU,B788,1
BIX?LAR,AS,B789,0
BIX?GUA,SE,MD-11,0
BIX?HYA,NZ,787,0
BIX?RUM,FJ,764,0
BIX?GOM,GB,717,0
BIX?IXD,EV,A333,0
BIX?CLJ,YV,B777,0
LSF?YRS,GL,MD-87,0
LSF?BAY,BR,B737,0
LSF?PGU?DEE?WOL,AF,SSR-100,2
LSF?XPK,CM,A321,0
LSF?UFA,F9,B773,0
LSF?BKG,BA,MD-88,0
LSF?ZZV,KZ,A310,0
NQI?TMM,9W,A310,0
NQI?LAZ,Y4,777,0
NQI?SGR,WN,B733,0
FRI?WVN,CV,CRJ9,0
FRI?OAZ,KE,A320,0
FRI?WIN?MFQ,SK,EMB,1
FRI?SNP,WI,B788,0
MDT?HYN,QF,B789,0
MDT?YXL,YX,A321,0
MDT?BJB,EY,A320,0
MDT?EVW,9S,A388,0
MDT?DCU,ER,737,0
MDT?LGC,TZ,A359,0
MDT?YMN,9S,EMB,0
MDT?OZG,CM,DC-10,0
MDT?RJL?TJS,AS,A330,1
MDT?ATW,9W,B738,0
MDT?FAF,F9,B773,0
MDT?ATZ,2Q,A318,0
MDT?LDK,WN,B752,0
LNK?KHW,UA,B789,0
LNK?OLS,SK,L1011,0
LNK?ASW,VS,E175,0
LNK?NNL,LH,A310,0
LNK?GXY,G4,B-99,0
LNK?LUK?SEH,TA,B748,1
LNK?ERG,SK,A321,0
LNK?RVE,4O,B753,0
LNK?IQQ,KZ,IL-62,0
LNK?LYG,AB,767,0
LNK?KVX,XP,747,0
LAN?COQ,WI,B744,0
LAN?NCG,TZ,B763,0
LAN?VIR,AF,E190,0
LAN?RCS,EV,MD90,0
LAN?ZXT?ATB,AI,B762,1
LAN?LKH,EY,AN-124,0
LAN?AKB,MU,MD-90,0
LAN?MQS,LX,B777,0
LAN?MDG,BA,747,0
MUE?CAF,IB,CRJ9,0
MUE?MRG,CV,747,0
MUE?KQT,CK,MD-11,0
MUE?JAP,SK,A319,0
MUE?KCZ,CP,764,0
MUE?ALG?OGD?ACA,PR,MD-87,2
MUE?SHI,MU,B772,0
MUE?CAT,K4,MD83,0
MUE?LRS,SQ,MD11,0
MSS?NGZ,EI,B733,0
MSS?MMX,MT,A346,0
MSS?ATH,LP,SA-227,0
MSS?GMA,BA,B764,0
MSS?HZP,AB,PA-31,0
HKY?CID,LP,767,0
HKY?DAM?KOI,SE,MD-87,1
HKY?PAN,5X,IL-96,0
HKY?XMH,DL,B-99,0
HKY?FDO,BR,MD-11,0
HKY?UVE,DL,DC-9,0
HKY?XRY,JL,B736,0
HKY?RGI,Y4,A388,0
HKY?TTB,UA,B764,0
HKY?LNE,SK,B748,0
HKY?ZNA,bxr,B712,0
HKY?DEM?RGT,4O,B735,1
HKY?BSL,SQ,747,0
HKY?LZO,TK,A124,0
SPG?GPS,KL,AN-124,0
SPG?ROW,NW,MD90,0
SPG?VVI,FI,A330,0
SPG?JJG,GL,DC-8,0
