Departure,Arrival,Airline,Plane,Departure_Date,Arrival_Date,Number,IATA
MTC,CAB,AA,MD-87,2025-04-05T12:19:02,2025-04-06T00:38:04,9593,AA9593
MTC,LVS,EI,MD83,2025-04-03T02:20:51,2025-04-03T04:41:42,5168,EI5168
MTC,FUL,VX,MD-80,2025-04-03T03:37:43,2025-04-03T07:15:26,9777,VX9777
MTC,FTI,B6,B788,2025-04-02T12:16:15,2025-04-03T00:32:30,1508,B61508
GZW,VLC,AM,A124,2025-04-07T04:59:27,2025-04-07T09:58:54,2740,AM2740
GZW,QPD,YX,E175,2025-04-02T13:30:04,2025-04-03T03:00:08,8929,YX8929
GZW,XCH,AB,757,2025-04-01T08:51:27,2025-04-01T17:42:54,4851,AB4851
GZW,CAP,MT,B764,2025-04-05T12:52:12,2025-04-06T01:44:24,8183,MT8183
GZW,AIZ,EI,B742,2025-04-04T12:23:07,2025-04-05T00:46:14,5174,EI5174
GZW,BZO,SY,DC-9,2025-04-01T03:50:54,2025-04-01T07:41:48,5427,SY5427
GZW,YBR,FJ,CRJ9,2025-04-06T11:21:16,2025-04-06T22:42:32,2680,FJ2680
GZW,DHT,9W,IL-96,2025-04-05T13:03:47,2025-04-06T02:07:34,6064,9W6064
GZW,GLF,CK,B788,2025-04-03T14:48:35,2025-04-04T05:37:10,6573,CK6573
GZW,CAB,AC,MD-80,2025-04-02T06:55:38,2025-04-02T13:51:16,8390,AC8390
GZW,CBU,DL,A321,2025-04-06T03:43:40,2025-04-06T07:27:20,9435,DL9435
AVL,JTY,BR,787,2025-04-06T10:24:12,2025-04-06T20:48:24,1758,BR1758
AVL,KDH,bxr,A332,2025-04-04T13:29:30,2025-04-05T02:59:00,4137,bxr4137
AVL,HIN,KL,B764,2025-04-06T13:07:49,2025-04-07T02:15:38,1791,KL1791
AVL,SDR,NH,A380,2025-04-04T07:27:41,2025-04-04T14:55:22,5642,NH5642
AVL,GGG,9S,MD-80,2025-04-07T01:19:55,2025-04-07T02:39:50,7037,9S7037
AVL,DWD,F9,SA-227,2025-04-03T12:51:05,2025-04-04T01:42:10,2903,F92903
AVL,CMU,AM,B737,2025-04-01T16:06:17,2025-04-02T08:12:34,7991,AM7991
AVL,SUY,AI,A300,2025-04-07T10:14:18,2025-04-07T20:28:36,5622,AI5622
AVL,BAD,TZ,MD-90,2025-04-07T01:13:19,2025-04-07T02:26:38,9822,TZ9822
AVL,BZO,AY,DC-9,2025-04-02T08:31:52,2025-04-02T17:03:44,8502,AY8502
AVL,ABL,KE,777,2025-04-01T06:34:53,2025-04-01T13:09:46,6926,KE6926
AVL,SHD,EK,B712,2025-04-02T00:30:47,2025-04-02T01:01:34,7158,EK7158
AVL,SFK,K4,A380,2025-04-04T06:04:28,2025-04-04T12:08:56,7942,K47942
AVL,KLF,AM,717,2025-04-03T09:35:19,2025-04-03T19:10:38,1972,AM1972
PTZ,MUN,CA,DH8,2025-04-05T02:21:18,2025-04-05T04:42:36,8753,CA8753
PTZ,PEW,DL,757,2025-04-03T17:17:24,2025-04-04T10:34:48,7032,DL7032
PTZ,YYB,DL,787,2025-04-03T06:03:01,2025-04-03T12:06:02,6207,DL6207
PTZ,PEW,XE,B-99,2025-04-05T17:17:24,2025-04-06T10:34:48,8897,XE8897
PTZ,SKS,GL,A332,2025-04-03T11:20:09,2025-04-03T22:40:18,2777,GL2777
PTZ,AIZ,UA,IL-62,2025-04-04T05:16:53,2025-04-04T10:33:46,1199,UA1199
PTZ,SEN,2Q,A318,2025-04-05T10:38:34,2025-04-05T21:17:08,6516,2Q6516
PTZ,LVP,OZ,E190,2025-04-03T16:02:59,2025-04-04T08:05:58,1479,OZ1479
PTZ,BNG,AB,737,2025-04-07T06:25:12,2025-04-07T12:50:24,6370,AB6370
PTZ,PVL,4O,MD-90,2025-04-06T04:57:52,2025-04-06T09:55:44,1583,4O1583
PTZ,PPP,SY,CRJ7,2025-04-04T16:20:38,2025-04-05T08:41:16,7313,SY7313
HOA,YOG,WN,DC-10,2025-04-03T14:13:46,2025-04-04T04:27:32,4381,WN4381
HOA,CFC,XP,A333,2025-04-04T11:23:31,2025-04-04T22:47:02,8006,XP8006
HOA,GSQ,XP,E170,2025-04-03T03:20:54,2025-04-03T06:41:48,4131,XP4131
HOA,BYU,WN,MD-87,2025-04-04T07:11:49,2025-04-04T14:23:38,2994,WN2994
HOA,BZO,NW,B789,2025-04-07T06:50:57,2025-04-07T13:41:54,3078,NW3078
HOA,LEI,WN,IL-62,2025-04-04T06:56:11,2025-04-04T13:52:22,5814,WN5814
HOA,BUC,ER,747,2025-04-04T12:27:31,2025-04-05T00:55:02,8982,ER8982
HOA,LIL,CM,MD-90,2025-04-03T07:41:17,2025-04-03T15:22:34,9533,CM9533
HOA,HDN,OO,B753,2025-04-06T16:33:26,2025-04-07T09:06:52,1545,OO1545
HOA,CAB,BR,B737,2025-04-06T03:32:40,2025-04-06T07:05:20,7348,BR7348
HOA,BAD,AS,SA-227,2025-04-03T15:59:54,2025-04-04T07:59:48,8512,AS8512
HOA,HIW,EY,DC-8,2025-04-03T11:43:55,2025-04-03T23:27:50,1258,EY1258
HOA,VCE,YX,B773,2025-04-02T06:41:55,2025-04-02T13:23:50,5909,YX5909
CBU,YSG,AS,MD90,2025-04-02T07:18:20,2025-04-02T14:36:40,6960,AS6960
CBU,MHT,NH,L1011,2025-04-02T07:00:05,2025-04-02T14:00:10,8962,NH8962
CBU,SKS,QF,747,2025-04-04T00:34:37,2025-04-04T01:09:14,4082,QF4082
CBU,DWC,EV,PA-31,2025-04-01T05:09:54,2025-04-01T10:19:48,8053,EV8053
CBU,APT,AA,A321,2025-04-05T08:40:51,2025-04-05T17:21:42,9560,AA9560
CBU,BAD,XE,A332,2025-04-02T09:27:57,2025-04-02T18:55:54,9313,XE9313
CBU,MHT,AB,B788,2025-04-06T07:00:05,2025-04-06T14:00:10,7479,AB7479
CBU,CEM,bxr,B739,2025-04-05T07:46:01,2025-04-05T15:32:02,5164,bxr5164
CBU,PPP,CZ,A330,2025-04-06T16:45:30,2025-04-07T09:31:00,1034,CZ1034
CBU,RVS,EV,SSR-100,2025-04-06T09:15:25,2025-04-06T18:30:50,6278,EV6278
CBU,JTY,CZ,E190,2025-04-02T02:12:19,2025-04-02T04:24:38,6586,CZ6586
CBU,RBR,EK,DC10,2025-04-05T11:46:07,2025-04-05T23:32:14,2771,EK2771
CBU,ABA,QF,IL-62,2025-04-03T05:34:45,2025-04-03T11:09:30,1010,QF1010
CBU,LAO,DH,A124,2025-04-06T10:45:52,2025-04-06T21:31:44,3339,DH3339
CBU,BMV,AS,SA-227,2025-04-02T10:23:34,2025-04-02T20:47:08,3755,AS3755
LAO,ZMT,US,A320,2025-04-05T10:44:52,2025-04-05T21:29:44,4212,US4212
LAO,ERL,5X,A359,2025-04-04T03:18:51,2025-04-04T06:37:42,8119,5X8119
LAO,EPA,DL,DC10,2025-04-04T20:39:57,2025-04-05T17:19:54,2139,DL2139
LAO,CXI,CI,IL-96,2025-04-07T10:20:52,2025-04-07T20:41:44,9318,CI9318
LAO,BGL,B6,AN-124,2025-04-05T04:26:45,2025-04-05T08:53:30,8019,B68019
LAO,LEI,US,B764,2025-04-07T13:01:20,2025-04-08T02:02:40,4105,US4105
LAO,ETM,US,A300,2025-04-04T09:46:22,2025-04-04T19:32:44,2169,US2169
LAO,OVR,BF,777,2025-04-01T20:22:42,2025-04-02T16:45:24,5066,BF5066
LAO,XAP,OO,B763,2025-04-05T21:21:45,2025-04-06T18:43:30,1687,OO1687
LAO,PPP,ER,777,2025-04-03T05:59:38,2025-04-03T11:59:16,2297,ER2297
LAO,AIZ,MQ,SSR-100,2025-04-02T14:37:20,2025-04-03T05:14:40,8008,MQ8008
LAO,YZX,9W,L1011,2025-04-06T14:44:19,2025-04-07T05:28:38,8934,9W8934
PDL,JTY,CI,AN-124,2025-04-01T05:10:35,2025-04-01T10:21:10,9546,CI9546
PDL,HRG,9W,DC10,2025-04-04T06:22:32,2025-04-04T12:45:04,8333,9W8333
PDL,HRG,NK,A333,2025-04-03T06:22:32,2025-04-03T12:45:04,1415,NK1415
PDL,YYR,WO,SA-227,2025-04-01T03:35:47,2025-04-01T07:11:34,6069,WO6069
PDL,NJF,BF,787,2025-04-01T07:08:02,2025-04-01T14:16:04,2652,BF2652
PDL,PAT,F9,E170,2025-04-04T11:17:25,2025-04-04T22:34:50,2630,F92630
PDL,VTB,LH,B738,2025-04-05T05:10:50,2025-04-05T10:21:40,7800,LH7800
PDL,VII,F9,MD11,2025-04-05T13:33:54,2025-04-06T03:07:48,9991,F99991
PDL,PTZ,FJ,B737,2025-04-07T07:51:26,2025-04-07T15:42:52,3624,FJ3624
PDL,UOX,FI,A330,2025-04-07T06:24:21,2025-04-07T12:48:42,8346,FI8346
PDL,PAT,WI,757,2025-04-01T11:17:25,2025-04-01T22:34:50,5525,WI5525
PDL,WRY,MX,A310,2025-04-04T03:17:32,2025-04-04T06:35:04,7172,MX7172
PDL,KWJ,XE,E170,2025-04-04T12:59:23,2025-04-05T01:58:46,6848,XE6848
HRG,BNG,PR,CRJ9,2025-04-05T14:15:39,2025-04-06T04:31:18,9072,PR9072
HRG,YAM,DL,B788,2025-04-05T11:04:37,2025-04-05T22:09:14,2457,DL2457
HRG,PHB,UA,757,2025-04-06T09:55:20,2025-04-06T19:50:40,6023,UA6023
HRG,SNR,FL,A340,2025-04-07T04:21:40,2025-04-07T08:43:20,7242,FL7242
HRG,TDJ,AY,717,2025-04-05T02:13:32,2025-04-05T04:27:04,5391,AY5391
HRG,DHT,WS,DC10,2025-04-07T13:12:57,2025-04-08T02:25:54,4169,WS4169
HRG,HDE,GL,B733,2025-04-01T12:34:59,2025-04-02T01:09:58,9642,GL9642
HRG,VLC,4O,727,2025-04-02T03:54:32,2025-04-02T07:49:04,2327,4O2327
HRG,IXS,9S,AN-124,2025-04-05T06:39:39,2025-04-05T13:19:18,3576,9S3576
HRG,IPL,BA,IL-62,2025-04-02T14:18:59,2025-04-03T04:37:58,3754,BA3754
HRG,TNA,US,IL-96,2025-04-02T08:44:25,2025-04-02T17:28:50,6295,US6295
HRG,APT,AM,AN-124,2025-04-01T12:03:37,2025-04-02T00:07:14,7478,AM7478
HRG,BSR,SY,B772,2025-04-01T01:35:26,2025-04-01T03:10:52,4936,SY4936
TMS,JGO,A8,767,2025-04-01T10:02:47,2025-04-01T20:05:34,9446,A89446
TMS,LDG,bxr,B763,2025-04-01T08:53:39,2025-04-01T17:47:18,1997,bxr1997
TMS,WLK,LH,747,2025-04-07T14:11:51,2025-04-08T04:23:42,8437,LH8437
TMS,CXI,NH,A332,2025-04-01T20:42:31,2025-04-02T17:25:02,1214,NH1214
TMS,MIJ,HA,B789,2025-04-03T20:41:10,2025-04-04T17:22:20,3840,HA3840
TMS,HOA,EI,B764,2025-04-07T04:12:47,2025-04-07T08:25:34,2541,EI2541
TMS,WTZ,SQ,MD-11,2025-04-03T17:57:39,2025-04-04T11:55:18,5457,SQ5457
TMS,BSR,AY,757,2025-04-06T06:12:47,2025-04-06T12:25:34,4640,AY4640
TMS,JVL,OZ,B739,2025-04-01T11:52:27,2025-04-01T23:44:54,6542,OZ6542
TMS,KLN,XP,B762,2025-04-07T15:10:16,2025-04-08T06:20:32,2302,XP2302
TMS,APT,K4,B788,2025-04-02T11:34:56,2025-04-02T23:09:52,5707,K45707
TMS,LDG,XE,A359,2025-04-01T08:53:39,2025-04-01T17:47:18,5667,XE5667
TMS,EIK,WI,737,2025-04-07T06:48:19,2025-04-07T13:36:38,9151,WI9151
TMS,XIC,WO,MD-87,2025-04-02T11:57:36,2025-04-02T23:55:12,7770,WO7770
EMT,MKQ,QX,CRJ7,2025-04-06T13:10:44,2025-04-07T02:21:28,9117,QX9117
EMT,CBR,FL,MD11,2025-04-03T14:00:42,2025-04-04T04:01:24,6982,FL6982
EMT,FAB,BR,B735,2025-04-03T09:54:53,2025-04-03T19:49:46,4741,BR4741
EMT,DLK,4O,A318,2025-04-05T14:40:34,2025-04-06T05:21:08,6071,4O6071
EMT,MZW,KR,764,2025-04-04T11:27:39,2025-04-04T22:55:18,7779,KR7779
EMT,DND,ER,A333,2025-04-04T09:21:57,2025-04-04T18:43:54,1186,ER1186
EMT,MZW,MX,A359,2025-04-01T11:27:39,2025-04-01T22:55:18,4535,MX4535
EMT,EMT,WI,SA-227,2025-04-06T00:00:00,2025-04-06T00:00:00,4737,WI4737
EMT,TBG,WI,B772,2025-04-02T12:52:07,2025-04-03T01:44:14,5348,WI5348
EMT,PCD,OZ,C-99,2025-04-02T02:52:22,2025-04-02T05:44:44,2386,OZ2386
EMT,TDJ,MQ,CRJ9,2025-04-03T16:30:47,2025-04-04T09:01:34,9444,MQ9444
EMT,STW,CA,B736,2025-04-01T12:28:56,2025-04-02T00:57:52,2378,CA2378
EMT,VCE,EK,A124,2025-04-05T11:12:02,2025-04-05T22:24:04,9327,EK9327
EMT,MQF,OZ,B738,2025-04-02T11:41:06,2025-04-02T23:22:12,5497,OZ5497
GOV,LXR,CI,B748,2025-04-03T13:37:46,2025-04-04T03:15:32,5496,CI5496
GOV,YHE,KR,MD-90,2025-04-03T13:30:12,2025-04-04T03:00:24,6242,KR6242
GOV,OMA,AB,DC-10,2025-04-03T15:53:45,2025-04-04T07:47:30,9444,AB9444
GOV,AVK,CP,E170,2025-04-07T08:20:27,2025-04-07T16:40:54,4551,CP4551
GOV,ZLT,G4,A388,2025-04-02T17:36:26,2025-04-03T11:12:52,7721,G47721
GOV,BUZ,OO,B764,2025-04-04T11:40:59,2025-04-04T23:21:58,5759,OO5759
GOV,BKK,KR,B733,2025-04-05T05:34:56,2025-04-05T11:09:52,7242,KR7242
GOV,WRE,CI,CRJ7,2025-04-05T05:12:04,2025-04-05T10:24:08,1207,CI1207
GOV,VTN,5Y,A124,2025-04-07T15:25:24,2025-04-08T06:50:48,6860,5Y6860
GOV,BFS,5Y,B737,2025-04-06T16:15:35,2025-04-07T08:31:10,2267,5Y2267
GOV,PTZ,NK,B748,2025-04-03T18:02:04,2025-04-04T12:04:08,5200,NK5200
GOV,CXI,FJ,MD-80,2025-04-02T08:27:08,2025-04-02T16:54:16,6101,FJ6101
BRL,CSZ,XJ,MD-80,2025-04-05T10:26:50,2025-04-05T20:53:40,3478,XJ3478
BRL,MJA,WW,MD-88,2025-04-04T17:24:45,2025-04-05T10:49:30,2051,WW2051
BRL,CAP,G4,B748,2025-04-02T03:21:07,2025-04-02T06:42:14,1734,G41734
BRL,AWA,SK,727,2025-04-07T14:20:33,2025-04-08T04:41:06,8349,SK8349
BRL,FTI,AY,B748,2025-04-07T11:27:21,2025-04-07T22:54:42,2311,AY2311
BRL,LGL,bxr,MD-80,2025-04-05T16:23:18,2025-04-06T08:46:36,4573,bxr4573
BRL,SGZ,AF,737,2025-04-02T16:31:53,2025-04-03T09:03:46,5502,AF5502
BRL,TJG,UA,B737,2025-04-04T17:00:23,2025-04-05T10:00:46,8827,UA8827
BRL,SHD,KL,A359,2025-04-06T01:13:57,2025-04-06T02:27:54,5862,KL5862
BRL,GOJ,KL,B777,2025-04-01T09:34:26,2025-04-01T19:08:52,5455,KL5455
BRL,MLM,YV,PA-31,2025-04-01T02:51:08,2025-04-01T05:42:16,1536,YV1536
PEW,KWJ,NW,DC-10,2025-04-01T05:40:44,2025-04-01T11:21:28,6232,NW6232
PEW,OWB,OZ,L1011,2025-04-01T13:20:26,2025-04-02T02:40:52,3872,OZ3872
PEW,GWL,CM,B748,2025-04-05T01:13:04,2025-04-05T02:26:08,5956,CM5956
PEW,NKC,BR,MD-87,2025-04-01T09:50:20,2025-04-01T19:40:40,1525,BR1525
PEW,GOU,NH,A333,2025-04-01T07:23:31,2025-04-01T14:47:02,1558,NH1558
PEW,GII,TZ,787,2025-04-05T09:35:58,2025-04-05T19:11:56,1483,TZ1483
PEW,ABA,BR,SA-227,2025-04-05T03:03:35,2025-04-05T06:07:10,2843,BR2843
PEW,ZSA,AM,717,2025-04-06T14:21:03,2025-04-07T04:42:06,4329,AM4329
PEW,PSS,TA,B735,2025-04-04T17:02:19,2025-04-05T10:04:38,1265,TA1265
PEW,ARH,LP,B742,2025-04-06T04:31:48,2025-04-06T09:03:36,7646,LP7646
PEW,PAT,QF,A310,2025-04-07T01:49:31,2025-04-07T03:39:02,4555,QF4555
PEW,PHB,QK,B753,2025-04-04T13:59:59,2025-04-05T03:59:58,8557,QK8557
PEW,MLO,AS,747,2025-04-04T04:48:41,2025-04-04T09:37:22,5016,AS5016
PEW,ZQN,WN,B753,2025-04-06T14:54:28,2025-04-07T05:48:56,8714,WN8714
SDR,NKC,9W,MD11,2025-04-01T03:25:39,2025-04-01T06:51:18,7525,9W7525
SDR,NIT,QK,EMB,2025-04-02T00:28:35,2025-04-02T00:57:10,5328,QK5328
SDR,LYG,EY,E170,2025-04-04T10:53:10,2025-04-04T21:46:20,8907,EY8907
SDR,OVR,FJ,717,2025-04-02T12:01:59,2025-04-03T00:03:58,3043,FJ3043
SDR,RZS,BF,777,2025-04-06T07:32:45,2025-04-06T15:05:30,8005,BF8005
SDR,CSM,OO,B734,2025-04-02T08:50:40,2025-04-02T17:41:20,6488,OO6488
SDR,CMU,DH,B738,2025-04-04T16:53:01,2025-04-05T09:46:02,8273,DH8273
SDR,NSK,Y4,DH8,2025-04-03T06:21:48,2025-04-03T12:43:36,8612,Y48612
SDR,CNI,SK,B762,2025-04-01T10:38:29,2025-04-01T21:16:58,5720,SK5720
SDR,MMX,CZ,B788,2025-04-01T02:04:14,2025-04-01T04:08:28,5837,CZ5837
SDR,MQF,LP,B737,2025-04-04T05:13:05,2025-04-04T10:26:10,5065,LP5065
SDR,PHB,DL,A321,2025-04-02T07:15:48,2025-04-02T14:31:36,2501,DL2501
LUN,MLM,CM,B742,2025-04-07T16:39:13,2025-04-08T09:18:26,8847,CM8847
LUN,LXR,QX,B737,2025-04-07T05:12:26,2025-04-07T10:24:52,4185,QX4185
LUN,SAY,KR,DC-8,2025-04-03T07:39:59,2025-04-03T15:19:58,2587,KR2587
LUN,JGO,YX,B748,2025-04-06T12:49:34,2025-04-07T01:39:08,5523,YX5523
LUN,AOG,F9,B753,2025-04-03T13:02:57,2025-04-04T02:05:54,4764,F94764
LUN,MCK,4O,B733,2025-04-02T16:20:59,2025-04-03T08:41:58,7314,4O7314
LUN,PFJ,FI,M90,2025-04-06T11:21:09,2025-04-06T22:42:18,3587,FI3587
LUN,PVL,KL,A318,2025-04-06T14:38:00,2025-04-07T05:16:00,1536,KL1536
LUN,AIZ,AI,B-99,2025-04-05T15:37:24,2025-04-06T07:14:48,6010,AI6010
LUN,OGN,KE,AN-124,2025-04-05T12:40:24,2025-04-06T01:20:48,1771,KE1771
LUN,YYR,NH,747,2025-04-04T12:50:08,2025-04-05T01:40:16,3475,NH3475
LUN,PPC,EY,B788,2025-04-06T16:14:19,2025-04-07T08:28:38,6808,EY6808
LUN,NKC,OZ,B-99,2025-04-01T06:58:25,2025-04-01T13:56:50,1280,OZ1280
ZSA,SPP,BBB,B739,2025-04-02T12:22:21,2025-04-03T00:44:42,5700,BBB5700
ZSA,MII,KL,A343,2025-04-07T06:34:47,2025-04-07T13:09:34,5776,KL5776
ZSA,BZO,YV,DC-8,2025-04-04T08:51:08,2025-04-04T17:42:16,1811,YV1811
ZSA,RNA,OZ,B734,2025-04-03T15:43:50,2025-04-04T07:27:40,5302,OZ5302
ZSA,IPL,OO,M90,2025-04-05T04:39:47,2025-04-05T09:19:34,9897,OO9897
ZSA,MZW,AC,MD-80,2025-04-01T08:08:33,2025-04-01T16:17:06,6832,AC6832
ZSA,ILY,XJ,A310,2025-04-06T07:21:01,2025-04-06T14:42:02,7876,XJ7876
ZSA,SUY,AI,CRJ9,2025-04-04T11:46:36,2025-04-04T23:33:12,7362,AI7362
ZSA,TKG,KZ,MD-88,2025-04-04T20:21:56,2025-04-05T16:43:52,4727,KZ4727
ZSA,CSM,DL,A330,2025-04-06T03:02:52,2025-04-06T06:05:44,9585,DL9585
ZSA,SFS,EY,777,2025-04-02T17:30:20,2025-04-03T11:00:40,3234,EY3234
ZSA,BGL,9W,SSR-100,2025-04-05T15:37:31,2025-04-06T07:15:02,2540,9W2540
ZSA,HLZ,UA,B712,2025-04-02T15:09:02,2025-04-03T06:18:04,6736,UA6736
OGD,WDH,CX,A340,2025-04-01T16:55:28,2025-04-02T09:50:56,8913,CX8913
OGD,DWD,AM,B764,2025-04-04T13:59:25,2025-04-05T03:58:50,8389,AM8389
OGD,JTY,WO,757,2025-04-05T11:48:05,2025-04-05T23:36:10,7012,WO7012
OGD,KMG,OZ,A318,2025-04-06T13:25:13,2025-04-07T02:50:26,2744,OZ2744
OGD,GLW,ER,A388,2025-04-06T02:35:52,2025-04-06T05:11:44,9716,ER9716
OGD,FAA,BBB,747,2025-04-03T11:35:13,2025-04-03T23:10:26,5237,BBB5237
OGD,FNU,OZ,787,2025-04-07T10:26:32,2025-04-07T20:53:04,6240,OZ6240
OGD,YDB,MQ,767,2025-04-05T03:16:39,2025-04-05T06:33:18,9381,MQ9381
OGD,LPM,QF,A380,2025-04-01T11:49:50,2025-04-01T23:39:40,5444,QF5444
OGD,LPM,WI,MD-90,2025-04-04T11:49:50,2025-04-04T23:39:40,6787,WI6787
TNA,BMV,9S,CRJ7,2025-04-07T03:13:31,2025-04-07T06:27:02,2548,9S2548
TNA,MST,SY,A319,2025-04-02T09:18:33,2025-04-02T18:37:06,2790,SY2790
TNA,OWB,SY,787,2025-04-01T12:53:52,2025-04-02T01:47:44,4215,SY4215
TNA,HDE,PR,727,2025-04-01T12:05:48,2025-04-02T00:11:36,6563,PR6563
TNA,PKV,SQ,767,2025-04-07T07:26:41,2025-04-07T14:53:22,9274,SQ9274
TNA,DRW,AC,767,2025-04-05T06:26:04,2025-04-05T12:52:08,2857,AC2857
TNA,CDJ,XE,B712,2025-04-07T18:49:26,2025-04-08T13:38:52,7936,XE7936
TNA,JSI,Y4,B777,2025-04-04T08:52:12,2025-04-04T17:44:24,9399,Y49399
TNA,STA,F9,SSR-100,2025-04-07T08:45:50,2025-04-07T17:31:40,1063,F91063
TNA,RBL,EZ,DC10,2025-04-03T10:49:15,2025-04-03T21:38:30,9777,EZ9777
WNZ,CSZ,LP,DC-9,2025-04-02T21:30:18,2025-04-03T19:00:36,2444,LP2444
WNZ,VLC,K4,E170,2025-04-05T11:47:04,2025-04-05T23:34:08,2436,K42436
WNZ,DWD,F9,B735,2025-04-06T08:33:45,2025-04-06T17:07:30,7096,F97096
WNZ,FRU,KZ,E170,2025-04-01T05:03:55,2025-04-01T10:07:50,4931,KZ4931
WNZ,OGN,BA,DC10,2025-04-04T00:29:51,2025-04-04T00:59:42,5744,BA5744
WNZ,MAN,RW,B738,2025-04-07T10:44:20,2025-04-07T21:28:40,2645,RW2645
WNZ,XAP,Y4,727,2025-04-07T22:00:37,2025-04-08T20:01:14,5276,Y45276
WNZ,DLK,G4,IL-62,2025-04-03T07:30:08,2025-04-03T15:00:16,8347,G48347
WNZ,PEW,XJ,717,2025-04-04T05:21:01,2025-04-04T10:42:02,9991,XJ9991
WNZ,DRW,AS,A124,2025-04-06T05:14:28,2025-04-06T10:28:56,4747,AS4747
WNZ,KMG,EI,B712,2025-04-03T02:03:19,2025-04-03T04:06:38,5329,EI5329
WNZ,ANQ,AI,A319,2025-04-07T13:26:53,2025-04-08T02:53:46,6696,AI6696
WNZ,SAY,GL,A388,2025-04-07T10:36:40,2025-04-07T21:13:20,2884,GL2884
LEL,CEG,GL,M90,2025-04-02T16:09:10,2025-04-03T08:18:20,6569,GL6569
LEL,GOV,FI,A340,2025-04-07T00:07:41,2025-04-07T00:15:22,7607,FI7607
LEL,OGD,TK,SSR-100,2025-04-04T14:30:34,2025-04-05T05:01:08,2066,TK2066
LEL,PHB,TZ,SSR-100,2025-04-05T20:46:30,2025-04-06T17:33:00,3178,TZ3178
LEL,JVL,WW,DC-9,2025-04-06T16:33:04,2025-04-07T09:06:08,2745,WW2745
LEL,PPC,FL,A343,2025-04-02T12:01:31,2025-04-03T00:03:02,4538,FL4538
LEL,YNC,SK,MD-88,2025-04-05T16:33:14,2025-04-06T09:06:28,4585,SK4585
LEL,DWD,JL,B789,2025-04-04T12:12:42,2025-04-05T00:25:24,5325,JL5325
LEL,ZLT,NW,737,2025-04-03T17:40:02,2025-04-04T11:20:04,7504,NW7504
LEL,BOX,BA,A346,2025-04-01T00:27:21,2025-04-01T00:54:42,7137,BA7137
LEL,SDR,DL,MD11,2025-04-06T16:52:28,2025-04-07T09:44:56,8955,DL8955
LEL,FAB,EZ,B789,2025-04-01T16:08:40,2025-04-02T08:17:20,7277,EZ7277
PPC,SDR,BF,A320,2025-04-04T08:27:05,2025-04-04T16:54:10,1195,BF1195
PPC,SLL,FL,A380,2025-04-04T11:53:52,2025-04-04T23:47:44,2634,FL2634
PPC,WLK,BA,757,2025-04-06T00:28:01,2025-04-06T00:56:02,7577,BA7577
PPC,VLC,QF,B788,2025-04-06T09:00:22,2025-04-06T18:00:44,3396,QF3396
PPC,CAP,WI,A319,2025-04-03T08:30:51,2025-04-03T17:01:42,4705,WI4705
PPC,ZQN,VS,B753,2025-04-01T14:39:44,2025-04-02T05:19:28,1319,VS1319
PPC,MII,XJ,B773,2025-04-07T14:28:15,2025-04-08T04:56:30,3692,XJ3692
PPC,LAO,BR,L1011,2025-04-05T09:12:30,2025-04-05T18:25:00,2924,BR2924
PPC,SAD,B6,IL-62,2025-04-02T05:15:04,2025-04-02T10:30:08,3546,B63546
PPC,PFJ,CA,MD-88,2025-04-01T05:20:46,2025-04-01T10:41:32,5851,CA5851
PPC,DND,NZ,B734,2025-04-04T06:52:18,2025-04-04T13:44:36,2461,NZ2461
PPC,PPP,5Y,B764,2025-04-03T12:24:12,2025-04-04T00:48:24,2420,5Y2420
PPC,DWC,MU,A321,2025-04-01T10:53:52,2025-04-01T21:47:44,5856,MU5856
PPC,CSZ,K4,B733,2025-04-06T15:36:24,2025-04-07T07:12:48,9833,K49833
PPC,OMB,CX,777,2025-04-01T14:18:39,2025-04-02T04:37:18,3284,CX3284
AVK,BQA,BF,B735,2025-04-05T04:19:52,2025-04-05T08:39:44,2542,BF2542
AVK,OGD,EK,SA-227,2025-04-06T11:01:13,2025-04-06T22:02:26,6662,EK6662
AVK,ASF,VS,DC-10,2025-04-02T04:41:15,2025-04-02T09:22:30,1408,VS1408
AVK,MHT,AS,B733,2025-04-07T11:27:24,2025-04-07T22:54:48,5323,AS5323
AVK,DWD,SQ,764,2025-04-02T06:28:23,2025-04-02T12:56:46,7595,SQ7595
AVK,NGB,PR,727,2025-04-07T02:46:14,2025-04-07T05:32:28,4981,PR4981
AVK,TBH,OO,A300,2025-04-07T04:45:27,2025-04-07T09:30:54,8800,OO8800
AVK,HXD,CX,B772,2025-04-05T01:15:53,2025-04-05T02:31:46,4713,CX4713
AVK,HOK,MX,DH8,2025-04-01T08:45:31,2025-04-01T17:31:02,9437,MX9437
AVK,FAA,LP,777,2025-04-07T12:26:09,2025-04-08T00:52:18,7072,LP7072
AVK,KWJ,UA,747,2025-04-03T02:40:46,2025-04-03T05:21:32,9645,UA9645
AVK,NBO,MX,A321,2025-04-03T09:25:24,2025-04-03T18:50:48,8940,MX8940
AVK,ABA,GB,B735,2025-04-02T01:19:19,2025-04-02T02:38:38,4596,GB4596
GOJ,YWS,CP,B788,2025-04-06T09:13:53,2025-04-06T18:27:46,6321,CP6321
GOJ,TDG,AY,SSR-100,2025-04-07T09:53:10,2025-04-07T19:46:20,1463,AY1463
GOJ,DWD,MU,EMB,2025-04-05T04:00:56,2025-04-05T08:01:52,4398,MU4398
